Health Facility name,Facility Type,Ownership,ID,level,Region,Zone,Woreda,PHCU
Mulugeta Primary Clinic,Clinics,Private,eWuPmb7qkxo,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Achefer WorHO,
Tezera Primary Clinic,Clinics,Private,uKy9OJADvPQ,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Achefer WorHO,
Werash Primary Clinic,Clinics,Private,r4CvQlCRO1w,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Achefer WorHO,
Yismala Health Center,Health Centers,Public,FdLYZCCJGLE,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU
Anbeshen Health Post,Health Posts,Public,RaW2Jr9a4Ui,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU
Qualabaka Health Post,Health Posts,Public,bEyNEO9Hy0K,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU
Shanbla Health Post,Health Posts,Public,quhzOWsS9tF,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU
Yismala Jankit Health Post,Health Posts,Public,G4PhuLv5C98,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Achefer WorHO,Yismala PHCU
Abay Primary Clinic,Clinics,Private,oC3YsFHMlbp,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Abiyot Fana Health Center,Health Centers,Public,ALUF40kmx0k,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Abiyot Fana PHCU
Abiyot Fana Deremeni Health Post,Health Posts,Public,KA8wArRocR7,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Abiyot Fana PHCU
Abiyot Fana Kurkurit Health Post,Health Posts,Public,QiI9fK7GFD5,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Abiyot Fana PHCU
Abiyot Primary Clinic,Clinics,Private,zIOsQoGzip6,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Ahadu Primary Clinic,Clinics,Private,AMIbGWOxwi4,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Alemneh Primary Clinic,Clinics,Private,k4EKLMyiapR,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Amarit Health Center,Health Centers,Public,DFqaK1s06aC,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Amarit PHCU
Addis Amba Health Post,Health Posts,Public,WkhRoJu8nF0,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Amarit PHCU
Andenet Health Post,Health Posts,Public,f9CxL82Y3ra,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Amarit PHCU
Ediget Behibret Health Post,Health Posts,Public,A4cn7zzuwGo,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Amarit PHCU
Huletu Teleta Health Post,Health Posts,Public,BWGIx5QqALk,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Amarit PHCU
Konen Health Post,Health Posts,Public,MUmzA9dOQs9,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Amarit PHCU
Tekel Debe Health Post,Health Posts,Public,gfEVxSuMU6O,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Amarit PHCU
Ambomesk Health Center,Health Centers,Public,VbxruN1Qud4,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Ambomesk PHCU
Ambomesk Health Post,Health Posts,Public,YREIZuoJtxX,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Ambomesk PHCU
Kudmi Health Post,Health Posts,Public,bzwS9RTJX3p,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Ambomesk PHCU
Assefa Primary Clinic,Clinics,Private,cUSn5gY88oK,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Bekalu Primary Clinic,Clinics,Private,OsVxHaDS8IS,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Bikolo Medium Clinic,Clinics,Private,W6ziTMY3MLx,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Birakat Health Center,Health Centers,Public,D3YsCDJJV3f,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Birakat PHCU
Berta Gebrie Health Post,Health Posts,Public,ZrnCYvgImoN,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Birakat PHCU
Birakat Zuria Health Post,Health Posts,Public,d4BJIqnn47g,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Birakat PHCU
Midre Genet Health Post,Health Posts,Public,paK8qsokNgH,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Birakat PHCU
Tateke Gebrie Health Post,Health Posts,Public,NPS4H7hLwnU,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Birakat PHCU
Zemene Hiwot Health Post,Health Posts,Public,xkaB57DBE0f,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Birakat PHCU
Dagi Health Center,Health Centers,Public,PRmadb9LUkC,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Dagi PHCU
Addis Alem Dagali Health Post,Health Posts,Public,FU2UCbcdgeA,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Dagi PHCU
Adis Lidet Health Post,Health Posts,Public,x4UGbUhAbr4,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Dagi PHCU
Dagi Abiyot Health Post,Health Posts,Public,yxNV8sMxxSS,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Dagi PHCU
Dile Betigle Health Post,Health Posts,Public,nvfbQeqDLpM,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Dagi PHCU
Degarege Primary Clinic,Clinics,Private,rVLCrvjRvAb,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Demsi Medium Clinic,Clinics,Private,wuBx2Jji4Ed,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Emebet Primary Clinic,Clinics,Private,G5whrnxpWE8,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Eyerus Primary Clinic,Clinics,Private,gW2vPYUTJ2Z,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Felege Birhan Health Center,Health Centers,Public,Aln4kXsGqm6,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Felege Birhan PHCU
Felege Birhan Health Post,Health Posts,Public,qRWNnsX2UCg,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Felege Birhan PHCU
Wotet Ber Health Post,Health Posts,Public,rz53h80d5xF,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Felege Birhan PHCU
Ynesa Lmrt Health Post,Health Posts,Public,HoyNwY58vmW,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Felege Birhan PHCU
Gebeyaw Primary Clinic,Clinics,Private,c4ORX4EoxOA,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Gedefaye Primary Clinic,Clinics,Private,A2tddJzqsJd,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Hayimanot Primary Clinic,Clinics,Private,sdgg9kTX3B8,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Kedemt Lalibela Medium Clinic,Clinics,Private,IMwMXTVagPF,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Kokeb Medium Clinic,Clinics,Private,lKIRnVHLa1n,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Marta Primary Clinic,Clinics,Private,GA4EH2n8PJT,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Merawi Health Center,Health Centers,Public,PyRFvVFInUy,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Merawi PHCU
Bachima Health Post,Health Posts,Public,pp834rMQy5q,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Merawi PHCU
Enamirt Health Post,Health Posts,Public,YCKRs1d3mw1,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Merawi PHCU
Enashenfalen Health Post,Health Posts,Public,BrI3f7dpqEq,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Merawi PHCU
Kollela Health Post,Health Posts,Public,BkXowoURRK1,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Merawi PHCU
Nigest Primary Clinic,Clinics,Private,wgrz27DMXmB,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Nigussie Prmary Clinic,Clinics,Private,YLW1lYEZXvT,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Rim Health Center,Health Centers,Public,akldvkz12wT,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Rim PHCU
Kurt Bahir Health Post,Health Posts,Public,kDFk2nX8U11,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Rim PHCU
Rim Health Post,Health Posts,Public,dKkDgFNb7mO,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Rim PHCU
Royal Medium Clinic,Clinics,Private,J5dmBZz0EjX,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Sewagegn Medium Clinic,Clinics,Private,Mzo6CmB86NE,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Tagele Wedefit Health Center,Health Centers,Public,oQRrDCxoZNT,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Tagele Wedefit PHCU
Eniguti Health Post,Health Posts,Public,CjrrBDsATCv,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Tagele Wedefit PHCU
Tagel Agamina Health Post,Health Posts,Public,NmDwvNgfvPD,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Tagele Wedefit PHCU
Tagele Taringa Health Post,Health Posts,Public,SV5tkeD88xF,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Tagele Wedefit PHCU
Wondim Primary Clinic,Clinics,Private,LQSLckmscgV,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Wottet Abay Health Center,Health Centers,Public,PaS2rv7e0wn,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Wottet Abay PHCU
Goragot Health Post,Health Posts,Public,kTfZHoo6LDW,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Wottet Abay PHCU
Mekeni Health Post,Health Posts,Public,JvFxsEC3KIz,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Wottet Abay PHCU
Tatek Lesira Health Post,Health Posts,Public,fC2DYZ0a7AY,6,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,Wottet Abay PHCU
Zewudu Primary Clinic,Clinics,Private,oREAjt1WxMC,5,Amhara Regional Health Bureau,North Gojjam ZHD,Semen Mecha WorHO,
Adamu Primary Clinic,Clinics,Private,LWznkA2X80y,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Adet Health Center,Health Centers,Public,Z88Zh8yJzfY,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Adet PHCU
Adet Zuria Health Post,Health Posts,Public,MdgeoMwoT8Z,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Adet PHCU
Ambatina Health Post,Health Posts,Public,G0zs5jKSfpq,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Adet PHCU
Kililt Health Post,Health Posts,Public,PopWjQG3Biw,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Adet PHCU
Mossobo Health Post,Health Posts,Public,Mka7YAXdaLd,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Adet PHCU
Tsiwon Health Post,Health Posts,Public,DVwmjiBLA4M,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Adet PHCU
Agita Health Center,Health Centers,Public,TjhiEV02aal,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Agita PHCU
Abika Health Post,Health Posts,Public,kkRltRuk4XQ,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Agita PHCU
Agita Health Post,Health Posts,Public,YWJvQDaiDli,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Agita PHCU
Amsalo Health Post,Health Posts,Public,vWaPWScuyBK,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Agita PHCU
Angar Health Post,Health Posts,Public,mFGngLBatG2,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Agita PHCU
Fetlo Health Post,Health Posts,Public,GkTSAifzIcD,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Agita PHCU
Alemneh Awoke Primary Clinic,Clinics,Private,cBCc5UgHoeh,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Ayalew Medium Clinic,Clinics,Private,fOZX3MEf8Qi,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Bazezew Primary Clinic,Clinics,Private,XrTTTTAPinD,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Chinqulit Health Center,Health Centers,Public,zFYQLndRu4T,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Chinqulit PHCU
Abiyot Fere Health Post,Health Posts,Public,hFFZF0DTHMH,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Chinqulit PHCU
Chinkulit Health Post,Health Posts,Public,Ye0cbLqRVYi,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Chinqulit PHCU
Yizora,Health Posts,Public,VbXWmmPARX4,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Chinqulit PHCU
Daval Health Center,Health Centers,Public,CyKfrICtwAQ,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Daval PHCU
Daval Health Post,Health Posts,Public,znpkaX9XHqq,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Daval PHCU
Debremaws Health Center,Health Centers,Public,SOhsXPECnP6,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Debremaws PHCU
Debremewi Health Post,Health Posts,Public,d68DdNvpssi,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Debremaws PHCU
Kotti Health Post,Health Posts,Public,AkZbHNVFrJ9,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Debremaws PHCU
Kudad Health Post,Health Posts,Public,rIYIuyBpo19,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Debremaws PHCU
Densa Bata Health Center,Health Centers,Public,NuqIQhQfrnz,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Densa Bata PHCU
Dambash Health Post,Health Posts,Public,i60XBD2OhUA,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Densa Bata PHCU
Koker Health Post,Health Posts,Public,UzJA3MdUccZ,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Densa Bata PHCU
Sefatra Health Post,Health Posts,Public,QFhDr9s274U,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Densa Bata PHCU
Doctor Addisu Medium Clinic,Clinics,Private,NM5CJ7PCdeM,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Enegade Health Center,Health Centers,Public,VXIAUDFfHf4,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Enegade PHCU
Diwaro Health Post,Health Posts,Public,nbK8LNhLXLv,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Enegade PHCU
Enegadie Health Post,Health Posts,Public,ZzccsLySSWK,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Enegade PHCU
Yegebeta Health Post,Health Posts,Public,pfCyxvHkrEb,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Enegade PHCU
Gosheye Health Center,Health Centers,Public,xoVU5h0LdEJ,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Gosheye PHCU
Anibesit Health Post,Health Posts,Public,DwrwOfMYM28,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Gosheye PHCU
Ayibar Health Post,Health Posts,Public,BZMnQQwFlqz,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Gosheye PHCU
Gosheye Health Post,Health Posts,Public,gx58WVJ6PM2,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Gosheye PHCU
Gube Health Post,Health Posts,Public,S1ACiiE6hdJ,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Gosheye PHCU
Konch Health Post,Health Posts,Public,RKmc7mJd3j5,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Gosheye PHCU
Guday Medium Clinic,Clinics,Private,E9tYC9SprlA,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Laeke Mihiret Primary Clinic,Clinics,Private,KVLneNGh9bk,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Mekonen Primary Clinic,Clinics,Private,tRHIgXminPF,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Mulusew Abate Primary Clinic,Clinics,Private,wVvC5zD3xhT,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Sekela Health Center,Health Centers,Public,ucdRjYuNEhz,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Sekela PHCU
debaye Health Post,Health Posts,Public,RqVFHulLBXp,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Sekela PHCU
gebish Health Post,Health Posts,Public,uOMLWS5wCq1,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Sekela PHCU
Sekelet Health Post,Health Posts,Public,yZVvcC5IMwK,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Sekela PHCU
Simarge Health Center,Health Centers,Public,WseGPZyENyK,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Simarge PHCU
Simarega Health Post,Health Posts,Public,gHJ2vuopyqE,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Simarge PHCU
Zagie Health Post,Health Posts,Public,M7v4N3tp03V,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Simarge PHCU
Tadesse Ferede Primary Clinic,Clinics,Private,tSSvXYzCjkG,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Tewabe Primary Clinic,Clinics,Private,nIBPBA5Ttwm,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Tsega Abebe Primary Clinic,Clinics,Private,zVhQRyZA7vA,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Tsion Primary Clinic,Clinics,Private,UmoytJMsRYi,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Walka Health Center,Health Centers,Public,Bss76t5tcHq,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Walka PHCU
Senkegna Health Post,Health Posts,Public,alfoim5UAa4,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Walka PHCU
Walka Health Post,Health Posts,Public,UdKow6G11cM,6,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,Walka PHCU
Yohannes Primary Clinic,Clinics,Private,nz36G4halYA,5,Amhara Regional Health Bureau,North Gojjam ZHD,Yilmana Densa WorHO,
Abebe Primary Clinic,Clinics,Private,OOBzwYawjCb,5,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,
Adiarkay Health Center,Health Centers,Public,UjisCAOcET5,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Adiarkay PHCU
Abamar Health Post,Health Posts,Public,coBIpCtDrRd,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Adiarkay PHCU
Adi-Aregay Health Post,Health Posts,Public,hMROnkgfqH0,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Adiarkay PHCU
Bermariam Health Post,Health Posts,Public,ZZXv6xR6YxM,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Adiarkay PHCU
Hawaza Health Post,Health Posts,Public,igoEKjUAjzG,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Adiarkay PHCU
Meni Wenbergia Health Post,Health Posts,Public,n2gpiJiO5hk,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Adiarkay PHCU
Ziwa Health Post,Health Posts,Public,ksLb8MrZB84,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Adiarkay PHCU
Mequanint Primary Clinic,Clinics,Private,q6kEJGXzuJo,5,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,
Sanq Health Center,Health Centers,Public,kDSScjlmoAx,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Sanq PHCU
Ali Health Post,Health Posts,Public,BhzNaPZrezv,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Sanq PHCU
Ali Tesfahawaryat Health Post,Health Posts,Public,Zk5QvXNMimk,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Sanq PHCU
Sank Sekanba Health Post,Health Posts,Public,KNXnjLjc00Q,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Sanq PHCU
Sanq Health Post,Health Posts,Public,HirY7GmhATc,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Sanq PHCU
Teta Ferekora Health Center,Health Centers,Public,p0ohzDHT7F7,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Teta Ferekora PHCU
Agdamia Health Post,Health Posts,Public,dvjdXiHfgSS,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Teta Ferekora PHCU
Seragudela Health Post,Health Posts,Public,Jt4oHhtn6cE,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Teta Ferekora PHCU
Teta Health Post,Health Posts,Public,wrEn097d86y,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Teta Ferekora PHCU
Zarima Health Center,Health Centers,Public,tkhPgMUxXuf,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU
Angua Health Post,Health Posts,Public,Tb6NB2thbqz,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU
Chewber Health Post,Health Posts,Public,d6bf0wkMLnq,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU
Fidka Health Post,Health Posts,Public,K3A5THfNyOB,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU
Kernaja Health Post,Health Posts,Public,SZ3GfHhWytF,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU
Meka Health Post,Health Posts,Public,ylqDfZqI7JS,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU
Nebera Health Post,Health Posts,Public,ZD9FDP9tdGU,6,Amhara Regional Health Bureau,North Gondar ZHD,Adi Arkay WorHO,Zarima PHCU
Delyibza Health Center,Health Centers,Public,Ac0MiDpM0PF,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Delyibza PHCU
Abarie Health Post,Health Posts,Public,se19pkY10AL,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Delyibza PHCU
Adilemlem Health Post,Health Posts,Public,GX1YEZ45GcI,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Delyibza PHCU
Ayega Health Post,Health Posts,Public,r94ovKd06sJ,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Delyibza PHCU
Beyeda Matiba Health Post,Health Posts,Public,ERttc433rQJ,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Delyibza PHCU
Matiba Health Post,Health Posts,Public,UreQKcSCTOa,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Delyibza PHCU
Meliba Kara Health Post,Health Posts,Public,Qw8sMMWVRWf,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Delyibza PHCU
Wati Health Post,Health Posts,Public,KJYjNPgSTvj,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Delyibza PHCU
Janbelew Health Center,Health Centers,Public,n553OSosA1a,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Janbelew PHCU
Bashaye Health Post,Health Posts,Public,ef2LewmaT95,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Janbelew PHCU
Beya Health Post,Health Posts,Public,muoKIzk6Y99,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Janbelew PHCU
Janbelew Health Post,Health Posts,Public,WLGpTKc6XvA,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Janbelew PHCU
Tach Ambie Health Post,Health Posts,Public,AkivnIOXAXV,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Janbelew PHCU
Wana Mariyam Health Ost Health Post,Health Posts,Public,E6tCsnlh2xr,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Janbelew PHCU
Liwarie Health Center,Health Centers,Public,RDEpw6UBe2D,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Liwarie PHCU
Guayint Health Post,Health Posts,Public,qG9CM80uz0O,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Liwarie PHCU
Liwarie Health Post,Health Posts,Public,PuOVM3sWLFF,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Liwarie PHCU
Medebay Health Post,Health Posts,Public,XvVCfls7RRf,6,Amhara Regional Health Bureau,North Gondar ZHD,Beyeda WorHO,Liwarie PHCU
