hf_id,hf_name,hf_type,ownership,level,region,zone,woreda,phcu
oRBTqMUf1kq,Washa Mikael Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gazo WorHO,Gazo belay PHCU
SU5jJLiKjiG,Getachew Damte Hassen Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Gazo WorHO,
nS7rt9e98gw,Milion Zeleke Negash Primary  Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Gazo WorHO,
liXxslkpZOy,Sofyan Muhabaw Mohamed Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Gazo WorHO,
GncKdvh97PR,Densa Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Densa PHCU
oAyTiN5BeLi,Densa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Densa PHCU
U864HMqQoiW,Ematiye Mesik Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Densa PHCU
XF8z3rgXfER,Dildiye Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Dildiye PHCU
BHZV1CjFTqk,Abi tesfaye Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Dildiye PHCU
hebgbl78z82,Ashikuana Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Dildiye PHCU
N6bHb3e7GUO,Dildiye Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Dildiye PHCU
ITNZLXor1fb,Kemiha Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Dildiye PHCU
APheMK7FkLX,Wofchat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Dildiye PHCU
vSoqb5HQowp,Wotwot Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Dildiye PHCU
P1ioZHh3T4f,Eyela Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Eyela PHCU
SfacfsUlSND,Eyela Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Eyela PHCU
zl9gkQEWJHM,Giesta Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Eyela PHCU
I1u1Wv0fqik,Gulit Health Post ,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Eyela PHCU
uBvHFbaiYUK,Merora Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Eyela PHCU
VAZ7KbrpmKb,Hirut Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,
c4MDyfyB1me,Kidit Arsema Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,
aiSbLP6PyAZ,Mewal Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Mewal PHCU
SLhr4aAQRTd,Agewuye Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Mewal PHCU
uPpZBGjIIvl,Wuha abo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Mewal PHCU
FxVyQvGMWAM,Zagol Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Mewal PHCU
d9ESwzckJt0,Mewat Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Mewat PHCU
yKw3WbaslFy,Asqit Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Mewat PHCU
TPGlm3MQ0sg,Atimata Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Mewat PHCU
gTNXiUCNGxR,Mewat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Mewat PHCU
gXufuAApKhW,Muja Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Muja PHCU
XCc6Xh1ZggI,Dengelsa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Muja PHCU
mzyfCQkP2ih,Riqach Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Muja PHCU
ftdG5jcXSkT,Tubadino Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Muja PHCU
KBmzrkKAjRU,Wondach Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,Muja PHCU
rH9h7cvmfvV,Oumer Yimam Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,
S0hXfxOJbiZ,Seble Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Gidan WorHO,
cgwoJfxTo2i,Abdelkerim Primary Clinic ,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
Bn3YYvSuBNd,Al Afia Medium CLINIC,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
aIPiXy9EEzv,Beklomanekiya Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Beklomanekiya PHCU
JXYshpR9Edm,Batehara Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Beklomanekiya PHCU
QugzUfEsgWj,Beklomanekiya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Beklomanekiya PHCU
x9Va36cMXrz,Lake Gebiya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Beklomanekiya PHCU
XedFqEq0cFU,Shemafej Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Beklomanekiya PHCU
IDsxzcEDo89,Weket Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Beklomanekiya PHCU
hcdrH2YSXQe,Desale Primary Clinic ,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
Arr0sXDkxtQ,Gimbora Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
E7udowwuGhk,Hara Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Hara PHCU
l7w8xtXeZLr,Dehawodih Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Hara PHCU
sIHN72VG9g5,Doro gibir Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Hara PHCU
ycjH3kVpHxJ,Gubarija Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Hara PHCU
qX1LxDxKNdH,Hara 01 Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Hara PHCU
w6EnaEX2tFP,Hara 02 Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Hara PHCU
ratyDnD6Hob,Kiladamie Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Hara PHCU
qnArMQbUHxb,Lastie Gerado Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Hara PHCU
xBSk46Sfu1B,Sibil kay Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Hara PHCU
Oqx1cgr41z8,Heria Primary Clinic ,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
n5WAWz3RQsc,Jersa Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Jersa PHCU
z4PJLlz9OGU,Gedober Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Jersa PHCU
gESALBxGz0N,Jersa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Jersa PHCU
hEvoayY9AmC,Keyamba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Jersa PHCU
C6BtpSz8q10,Kebede Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
H6TMK2IAbHc,Kisma Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
PzViehUGNl9,Masodengola Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Masodengola PHCU
EMfm68SmIwP,Geregera Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Masodengola PHCU
Td5SfKynnaA,Masodengola Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Masodengola PHCU
k0lsGFvLIwf,Sekela Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Masodengola PHCU
tHaKdKJWC5y,Masreshaw Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
m5vReSkotIm,Mebrie  Primary Clinic ,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
Op9IQpfboGK,Mubarek Primary Clinic ,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
n4qSx3dklWz,Mulugeta Primary Clinic ,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
dirCi8ERzpg,Sanka Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sanka PHCU
wWXKwAi5gj6,Anoba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sanka PHCU
gcCRlu2lV3U,Debot Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sanka PHCU
v9itwBmEHle,Geshober Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sanka PHCU
MJj5s5YbE4v,Kokeba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sanka PHCU
Yh5dckjhDpx,Woyinye Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sanka PHCU
x2bdMx04EFu,Wuraf Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sanka PHCU
lmEw4sns8tr,Zewor gotera Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sanka PHCU
szHdJ1QCFTK,Sewameda Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sewameda PHCU
QSuKvT6U3vX,Gebrie Amba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sewameda PHCU
EvQgcuSWFg0,kokorAmba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sewameda PHCU
ElXWYVxM2fp,Lideta Kereyu Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sewameda PHCU
wzlSq7vY24k,Zigibla Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Sewameda PHCU
vNBeVrqjRpF,Shewat Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Shewat PHCU
VzfnQRyRLuw,Sagat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Shewat PHCU
jISuV7QSAcw,Shewat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Shewat PHCU
fvxD6kVsXw5,Tewedros Primary Clinic ,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
czJw3ir9KOF,Wasihun Primary Clinic ,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,
xJXKUZP28CO,Wudmen Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Wudmen PHCU
FBgHGzTY41d,Amaye micha Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Wudmen PHCU
j7ANy9rpzny,Eziet Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Wudmen PHCU
ssjDmBuAylA,Wudmen Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Guba Lafto WorHO,Wudmen PHCU
nc5CLqbJ0ev,Adis Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
aqxl1lOGRRv,Afiya Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
Czwv7eba49x,Africa Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
J7rqTKroRhd,Ambawu Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
tnCAKrMP3Zo,Areriti Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Areriti PHCU
Fz2ioUyMtfi,Areriti Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Areriti PHCU
NMcf6gJq0ID,Bofa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Areriti PHCU
bLbUnHJnRFZ,Hochecho Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Areriti PHCU
FnPSR6TzzB8,Kejema Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Areriti PHCU
wT2SejtvsLr,Arsema Melestegna Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
FbQvmf9dFH1,Asmamaw Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
yAsbX3jQfbw,Astraye Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
ZQ4v8Q46PEQ,Buhoro Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Buhoro PHCU
WqMjls1uDpD,Dule chefa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Buhoro PHCU
bvSVvNafaZS,Gubara Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Buhoro PHCU
rWcZjtLLSOD,Sida Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Buhoro PHCU
ZwESFgDdkzG,Demelash Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
IHZIlMptBYl,Demile Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
whMsBKugv3Q,Fana Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
PaexNple6RD,Getachew Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
cJ07Hwhv9iO,Getachew Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
mdEwuDuLl72,Girana Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Girana PHCU
tOwGpZKgfZk,Girana Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Girana PHCU
RRkkpZsj9cG,Habruligo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Girana PHCU
HTg4Kv6t1jC,Jejeba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Girana PHCU
ATWMeaHKe5C,Kilito Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Girana PHCU
wWl6wkodVY0,Kolebo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Girana PHCU
DiylSoSTKRZ,Kulbayine Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Girana PHCU
aC2TZlPKTeF,Ruga Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Girana PHCU
c1IkEi2BKrj,Wayteklu Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Girana PHCU
mfBOpad2doo,Haro Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Haro PHCU
YmhmjnGeXWi,Dana Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Haro PHCU
X8iqOKdan2I,Dendegora Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Haro PHCU
MV0Pgp8NNy0,Kes Kebele Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Haro PHCU
GL7Hoq2R2A2,Kombolti Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Haro PHCU
OPFcYMPsjVn,Tilife Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Haro PHCU
XVilXwOwJ74,Hussien Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
MzMGh379kHP,Kalkidan Melestegna Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
MbCyXsyDZ0Z,Mersa Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
xRtldomlxpB,Mersa Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Mersa PHCU
v29G1XRDXZH,Abiyot Fire Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Mersa PHCU
FPeX4Gq4cBJ,Anto Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Mersa PHCU
rpd2tiiggPN,Golihalo qutir Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Mersa PHCU
sQ0uaJWMOFS,Jarota Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Mersa PHCU
kE8dpWIwK68,Kusie Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Mersa PHCU
gwVbFd49MhT,Tatayiti Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Mersa PHCU
qK3rZ79X7o7,Wolidya quraqur Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Mersa PHCU
CNuqZ5TEzjA,Wutie Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Mersa PHCU
ETojfrgalyS,Mohammad Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
HjKwxBWaqUE,Samuel Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
im0VUWWOfK3,Sirinka Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Sirinka PHCU
rGJ1DhTTlGN,Gerado Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Sirinka PHCU
jWUJ0gJt0S3,Gosh wuha Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Sirinka PHCU
JTX0yeh1U0J,Humo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Sirinka PHCU
p7mJfixjp9e,Menentela Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Sirinka PHCU
cmV2wn6DBx4,Merito Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Sirinka PHCU
zl3FAvLfFh3,Sirinka Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Sirinka PHCU
dVUHOPOLhbK,Tesfaye Birhanu  Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
PIfLrAO5L6t,Tesfaye Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
evBgAx8TwhR,Wendim Medium Cilinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
CysiXwEacdo,Wurgesa Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Wurgesa PHCU
c59ui6lDTNc,Burka Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Wurgesa PHCU
YlU4kdv9s7q,Dudarba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Wurgesa PHCU
T4uIREqA43v,Genfo chefe Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Wurgesa PHCU
aJMEPMPs5Tt,Gurarba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Wurgesa PHCU
OuxpIGSnikQ,Libiso Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Wurgesa PHCU
rJPrtM5PlNX,mehal Amba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Wurgesa PHCU
YOdUrZxOqIh,Selelkula Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,Wurgesa PHCU
wNRz3yg0sEk,Yirga Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
RoL9hqeZSCf,Yohannes Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
IGXQdlWQAKr,Yonatan Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
jSdXcTCPo1O,Zewudu  Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Habru WorHO,
LjWTJrsJICK,Kidus Lalibela General Hospital,Hospitals,Public,4,Amhara Regional Health Bureau,North Wollo ZHD,Kidus Lalibela General Hospital,
qtytap2iIbs,Kobo Primary hospital,Hospitals,Public,4,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Primary hospital,
p4PX4pJHRGh,Abenezer Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
J2R7TnXg0JD,Adise Hiwot Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
F73oCZS8uUq,Adise Tesfaye Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
kdapG9C1kRR,Ashagre Admassu Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
rFclirbk73O,Birehane Meskel Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
Nm9MnEWrE2I,Biruh Tesfa Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
uXyhIMz7jHC,Bisrat Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
ahanBGOs47Q,Dr. Mengesha Belay Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
x413pFHxmsv,Habesh Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
b4EKdGLZtar,Kobo Catholic Ursuline Sisters Congregation Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
Tpk5lY0ede3,Kobo Padet DIC Center,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
H6rXWcQx5LE,Kobo Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,Kobo PHCU
kl9Yl1fB7zk,kobo zuria Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,Kobo PHCU
yX2DBrJ9cXW,Mengesha Degu Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
AP9vnPzS64R,Raya Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
ygOfuU2tVW8,Zegeye Asfaw Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Kobo Town WorHO,
D88KOi579LN,Befikadu Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Lalibela Town WorHO,
bNFgwF0h3b3,Beza Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Lalibela Town WorHO,
e8JJIaDZLrw,Dr. Eshetu Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Lalibela Town WorHO,
XJNRAYJTzlC,Kalkidan Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,North Wollo ZHD,Lalibela Town WorHO,
F4cRqbKKUOD,Lalibela Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Lalibela Town WorHO,Lalibela PHCU
tOHwIumht8K,Nakutolab Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,North Wollo ZHD,Lalibela Town WorHO,Lalibela PHCU
